module title,abbreviation,module coordinator,module offered by,ects,method of grading,completion of modules,duration,module level,other prerequisites,contents,intended learning outcomes,courses,method of assessment,allocation of places,additional information,workload,teaching cycle,referred to in lpo i,module appears in,addititional information
Econometrics 1,12-M-AM-182-m01,Holder of the Chair of Econometrics,Faculty of Business Management and Economics,5,numerical grade,,,,,"Description:
This module deals with the basic concept and methodology of the ordinary least squares (OLS) regression mo-
del. In particular, model assumptions and properties are discussed and formally motivated. In addition, the mo-
dule examines linear restrictions on the model's explanatory variables as well as dummy variables and introdu-
ces tests to verify simple and multiple linear restrictions.
Linear algebra is used as formal aid.
Outline of syllabus:
1. Random variables
2. Important distributions
3. Point estimates
4. Simple linear regression model
5. Model assumptions
6. Model properties
7. Simple hypothesis tests
8. Multiple linear regression model
9. Linear restrictions
10. Dummy variables
11. Multiple hypothesis tests","The students acquire knowledge of the basics, concepts and methods used in the classical linear regression mo-
del and understand the role of econometrics in science and data analysis. In particular, they learn how to analy-
tically derive, calculate and interpret the coefficients, standard errors and p-values of a classic regression output 
of the multiple regression model. Furthermore, they are able to formally state and motivate the assumptions and 
properties of OLS and know how to deal with transformed and dummy variables. Additionally, students will be 
able to test multiple linear restrictions on the parameters and will be able to apply these tests to real economic, 
business and social science questions.
The competences acquired in this course serve as a prerequisite for ""Econometrics II"", ""Econometrics III"", ""Micro-
econometrics"" und ""Financial Econometrics"".","V (2) + Ü (2)
Module taught in: German (winter semester), English (summer semester)",,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
Master's degree (1 major) Economathematics (2022)",--
Advanced Microeconomics,12-M-APW1-161-m01,"Holder of the Chair of Contract Theory and Information Eco-
nomics",Faculty of Business Management and Economics,5,numerical grade,,,,,"In a nutshell, microeconomic theory considers the behavior of individual economic agents and builds from this 
foundation to a theory of aggregate economic outcomes, which then can be applied for conducting welfare ana-
lysis and giving policy advice. This lecture addresses the core building block of this thought complex: individu-
al decision making and behavior. Specifically, students will come to understand in detail the standard models of 
riskless consumer choice, choice under risk and intertemporal choice and learn about the empirical challenges 
and limitations of these models.
Throughout the lecture, we will work with precise mathematical formalizations of the ideas that we want to think 
and talk about. In consequence, a solid understanding of the mathematical toolbox of standard microeconomics 
(e.g., differential calculus and constrained optimization; basic set theory; integration by parts) will be helpful as 
it will allow to focus on the underlying economic intuition. However, every required mathematical concept will be 
introduced and explained along the way, such that a strong interest in formal economic analysis is more import-
ant than an advanced mathematical background.
The exposition is primarily based on the standard graduate textbooks
• Mas-Colell, Whinston and Green (1995): “Microeconomic Theory”
• Jehle and Reny (2001): “Advanced Microeconomic Theory”","After completing the course students will be able to
• explain essential findings of microeconomic theory,
• apply the involved methods to given stylized examples on their own,
• recognize in which real life situations and how the results can be applied.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
Master's degree (1 major) Economathematics (2022)
exchange program Business Management and Economics (2022)",--
Selected Topics in Business Management and Economics 1,12-M-APW2-161-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"This module serves the purpose of transferring credits from
• courses taken at other German or non-German universities
• additional courses offered on a short-term basis
• courses offered by new Chairs that are yet to be included in the FSB (subject-specific provisions)
The holders of the respective Chairs will ensure that the courses are eligible for credit transfer.","As a result of accrediting multiple kinds of modules, a description of acquired skills cannot be given.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Business Management (2015)
Master's degree (1 major) China Business and Economics (2016)
Master's degree (1 major) International Economic Policy (2015)
Master's degree (1 major) China Language and Economy (2016)
Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)



Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)",--
Selected Topics in Business Management and Economics 2,12-M-AWI1-161-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"This module serves the purpose of transferring credits from
• courses taken at other German or non-German universities
• additional courses offered on a short-term basis
• courses offered by new Chairs that are yet to be included in the FSB (subject-specific provisions)
The holders of the respective Chairs will ensure that the courses are eligible for credit transfer.","As a result of accrediting multiple kinds of modules, a description of acquired skills cannot be given.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Business Management (2015)
Master's degree (1 major) China Business and Economics (2016)
Master's degree (1 major) International Economic Policy (2015)
Master's degree (1 major) China Language and Economy (2016)
Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)



Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)",--
,12-M-AWI2-161-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"This module serves the purpose of transferring credits from
• courses taken at other German or non-German universities
• additional courses offered on a short-term basis
• courses offered by new Chairs that are yet to be included in the FSB (subject-specific provisions)
The holders of the respective Chairs will ensure that the courses are eligible for credit transfer.","As a result of accrediting multiple kinds of modules, a description of acquired skills cannot be given.","V (2) + Ü (2)
Course type: alternatively S instead of V + Ü",,--,,150 h,--,--,"Master's degree (1 major) Business Management (2015)
Master's degree (1 major) China Business and Economics (2016)
Master's degree (1 major) International Economic Policy (2015)
Master's degree (1 major) China Language and Economy (2016)
Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)



Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
exchange program Business Management and Economics (2022)",--
,12-M-DM1-182-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"This module serves the purpose of transferring credits from
• courses taken at other German or non-German universities
• additional courses offered on a short-term basis
• courses offered by new Chairs that are yet to be included in the FSB (subject-specific provisions)
The holders of the respective Chairs will ensure that the courses are eligible for credit transfer.","As a result of accrediting multiple kinds of modules, a description of acquired skills cannot be given.","V (2) + Ü (2)
Course type: alternatively S instead of V + Ü",,--,,150 h,--,--,"Master's degree (1 major) Business Management (2015)
Master's degree (1 major) China Business and Economics (2016)
Master's degree (1 major) International Economic Policy (2015)
Master's degree (1 major) China Language and Economy (2016)
Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)



Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)",--
Digital Marketing I,12-M-DM2-182-m01,"Holder of the Junior Professorship of Digital Marketing and 
E-Commerce",Faculty of Business Management and Economics,5,numerical grade,,,,,"Digitalization is rapidly changing our lives, including all types of business relationships. Therefore, new opportu-
nities and approaches have emerged in all areas of the marketing mix: Managers can choose from a wide variety 
of new communication channels, such as social media networks, blogs, or messengers, and can engage in influ-
encer marketing and search engine optimization. They increasingly rely on online customer co-creation or crowd-
sourcing and create a wide variety of new digital products and services, often related to completely new busi-
ness models. Through price crawlers and price setting tools customers‘ price search behaviors have significant-
ly changed, requiring new price setting techniques. Artificial intelligence enables managers to automize and op-
timize many of these marketing processes, thus offering new opportunities and challenges for companies. Over-
all, digital marketing offers a tremendous variety of concepts and approaches to seize respective opportunities 
and deal with related challenges, which will be largely highlighted and discussed in this course.","This course provides a broad overview about these new approaches of digital marketing. It explains the underly-
ing concepts of digital marketing and illustrates these approaches and concepts along numerous case studies. 
After attending this course, students will have a broad as well as in-depth understanding of digital marketing 
and its tools. Morever, they will understand of how to implement these tools successfully in business practice.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Business Management (2015)
Master's degree (1 major) International Economic Policy (2015)



Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
Master's degree (1 major) Economathematics (2022)
exchange program Business Management and Economics (2022)",--
Digital Marketing II,12-M-EC1-182-m01,"Holder of the Junior Professorship of Digital Marketing and 
E-Commerce",Faculty of Business Management and Economics,5,numerical grade,,,,,"Students are required to put themselves in the following business situation:
A large corporation has just recruited you and your team members as the new heads of the marketing depart-
ment in one of the firm’s divisions in order to manage its general and digital marketing activities. Specifically, 
it is your task to manage the corporation’s digital product portfolio, segmentation and positioning as well as its 
marketing mix strategy over a period of 10 years.
Structure of the class:
• Long-term business simulation game (details see below) that students will play in groups
• Lectures and discussion rounds on strategic approaches to succeed over a duration of 10 periods","Studierende lernen in diesem Kurs, zentrale Konzepte des Online- und Offline-Marketings gezielt und bezogen 
auf die jeweilige Unternehmenssituation anzuwenden. Der Kurs bildet somit die Brücke zwischen Theorievermitt-
lung und entsprechende Anwendung in der Unternehmenspraxis.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Business Management (2015)
Master's degree (1 major) International Economic Policy (2015)



Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
Master's degree (1 major) Economathematics (2022)
exchange program Business Management and Economics (2022)",--
E-Commerce I,12-M-EC2-182-m01,"Holder of the Junior Professorship of Digital Marketing and 
E-Commerce",Faculty of Business Management and Economics,5,numerical grade,,,,,"E-commerce is a highly relevant field for almost all types of companies. However, the ecommerce approaches 
and strategies applied by companies differ strongly depending on the respective firm context (e.g., in terms of in-
dustry, types of customers, types of products). In this seminar, students analyze the specific e-commerce strat-
egy of a selected firm. In doing so, they evaluate the strategies’ current and future potential and make suggesti-
ons for improvements and for addressing future trends. Furthermore, each lecture session will contain short pre-
sentations where the students (in groups) will either apply selected lecture topics to real-world business cases 
or present the core aspects of research articles dealing with e-commerce topics in general.","This class enables students to gain insights into real-life e-commerce strategies and to train their abilities in as-
sessing business strategies.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Business Management (2015)
Master's degree (1 major) International Economic Policy (2015)
Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)



Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
Master's degree (1 major) Economathematics (2022)
exchange program Business Management and Economics (2022)",--
E-Commerce II,12-M-RTP-182-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"E-commerce is a highly relevant field for almost all types of companies. However, the ecommerce approaches 
and strategies applied by companies differ strongly depending on the respective firm context (e.g., in terms of in-
dustry, types of customers, types of products). In this seminar, students analyze the specific e-commerce strat-
egy of a selected firm. In doing so, they evaluate the strategies’ current and future potential and make suggesti-
ons for improvements and for addressing future trends. Furthermore, each lecture session will contain short pre-
sentations where the students (in groups) will either apply selected lecture topics to real-world business cases 
or present the core aspects of research articles dealing with e-commerce topics in general.","This class enables students to gain insights into real-life e-commerce strategies and to train their abilities in as-
sessing business strategies.","V (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
exchange program Business Management and Economics (2022)",--
Real-Time Process Analytics,12-M-TDS-182-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"The course teaches advanced approaches to process analytics. Students will learn to model and measure pro-
cesses and process execution based on past and present data.","After successfully completing the course, students should be able to
• Understand process modeling and process execution in an SOA
• OLAP analysis in a process warehouse
• Business Rules for BPM
• Complex Event Processing
• Event-driven BPM using CEP and Business Rules","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
exchange program Business Management and Economics (2022)",--
Topics in Data Science,12-M-TIF1-182-m01,Holder of the Chair of Business Analytics,Faculty of Business Management and Economics,5,numerical grade,,,,,"Data science is concerned with extracting knowledge and valuable insights from data assets. It is an emerging 
field that is currently in high demand in both academia and industry. This course provides a practical introducti-
on to the full spectrum of data science techniques spanning data acquisition and processing, data visualization 
and presentation, creation and evaluation of machine learning models.
The course focuses on the practical aspects of data science, with emphasis on the implementation and use of 
the above techniques. Students will complete programming homework assignments that emphasize practical 
understanding of the methods described in the course.","Topics covered include:
• Data acquisition and processing
• graph and network models
• text analysis
• working with geospatial data
• Usage of machine learning models (supervised and unsupervised)","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)



Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
exchange program Business Management and Economics (2022)",--
,12-M-TIF2-182-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"This module serves the purpose of transferring credits from
• courses taken at other German or non-German universities
• additional courses offered on a short-term basis
• courses offered by new Chairs that are yet to be included in the FSB (subject-specific provisions)
The holders of the respective Chairs will ensure that the courses are eligible for credit transfer.","As a result of accrediting multiple kinds of modules, a description of acquired skills cannot be given.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)



Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
Master's degree (1 major) Economathematics (2022)",--
,12-RM-RA-192-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"This module serves the purpose of transferring credits from
• courses taken at other German or non-German universities
• additional courses offered on a short-term basis
• courses offered by new Chairs that are yet to be included in the FSB (subject-specific provisions)
The holders of the respective Chairs will ensure that the courses are eligible for credit transfer.","As a result of accrediting multiple kinds of modules, a description of acquired skills cannot be given.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)



Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
Master's degree (1 major) Economathematics (2022)",--
Stochastic Models for Risk Analysis,12-RM-RW-192-m01,Dean of Studies Mathematik (Mathematics),Faculty of Business Management and Economics,5,numerical grade,,,,,"Point and interval estimation for the value at risk Point and interval estimation for the conditional value at risk 
Prediction of value at risk in time series Risk of forecasts in time series, in particular exponential smoothing un-
der covariates Conditional heteroscedasticity: ARCH, GARCH, EGARCH, DVEC, BEKK, DCC Aggregated losses and 
their empirical analysis Empirical analysis of statistical distributions Nonparametric bounds for the value at risk 
and conditional value at risk Empirical estimation of nonparametric bounds for value at risk and conditional va-
lue at risk Market model: definition, derivation, parameters, empirical analysis Capital asset pricing model: de-
finition, parameters, empirical analysis Asset portfolios: definition, risk parameters Estimation of portfolio para-
meters: variance, value at risk, conditional value at risk, shortfall Optimum portfolios: concepts, theory, numeri-
cal analysis","The student is able to estimate risk measures and the parameters of risk models from data. In particular, the stu-
dent knows software packages and routines which enable empirical risk evaluation in a business context.",Ü (2) + V (2),,"30 places.
Should the number of applications exceed the number of available places, places will be allocated as follows:
(2) The remaining places will be allocated to students of other subjects.
(3) When places are allocated in accordance with (1) and (2) and the number of applications exceeds the number 
of available places, places will be allocated by lot among applicants from this group.",,150 h,--,--,"Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)",--
Stochastic Models for Risk Assessment,12-M-BUC-182-m01,Dean of Studies Mathematik (Mathematics),Faculty of Business Management and Economics,5,numerical grade,,,,,"Etymological background of the risk concept Definitions of risk Basic concepts and terminology of stochastic risk 
modelling: risk phenomenon, risk object, risk variable, risk source, risk factor, risk cause, direct peril, indirect 
peril, loss under risk, profit under risk, loss variable, profit variable, risk distribution, risk indicator, risk parame-
ter Classification of business risks Risk policy, risk management Risk analysis: risk identification, risk descrip-
tion, risk exploration, risk-relevant measurements, risk evaluation, risk assessment, risk modelling Risk mana-
gement: risk minimisation, risk protection, risk avoidance, risk mitigation, bearing of risk, risk prevention Risk 
control, risk monitoring Norms and standards of risk management: ISO 31000, ONR 49000 -- 49004, IEC/ISO 
31010, COSO II, AIRMIC, IRM, ALARM FMEA (Failure Mode and Effect Analysis) as a tool of risk analysis and risk 
assessment: historical and thematic background, methodology, discussion of the FMEA assessment methodo-
logy Risk matrix, risk diagram Score diagram Stochastic risk parameters and risk measures as distribution para-
meters Probability distributions: Gaussian, Laplace, Student's t, extreme value, logistic, exponential, Weibull, 
gamma, negative Gaussian, Burr, hyperbolic, generalised hyperbolic Elementary stochastic risk measures: va-
riance, standard deviation, signal-to-noise ratio, coefficient of variation, Sharpe ratio, nonconformance probabi-
lity, expected shortfall, shortfall probability, risk parameters under reference values, Stone family Value at Risk 
and Conditional Value at Risk: definition, formal representations, values under special probability distributions 
Axioms of risk measures: distribution invariance, subadditivity, superadditivity, additivity, comonotonous additi-
vity, nonnegative homogeneity, translation invariance, convexity, continuity, coherence","The student knows the schemes and concepts of risk analysis, risk assessment, risk measurement, and the 
theoretical background. The student knows the concepts of advanced stochastic risk modeling. In a practical 
business situation, the student is able to identify an appropriate scheme of risk assessment and corresponding 
meaningful risk measures.",V (2) + Ü (2),,"30 places.
Should the number of applications exceed the number of available places, places will be allocated as follows:
(2) The remaining places will be allocated to students of other subjects.
(3) When places are allocated in accordance with (1) and (2) and the number of applications exceeds the number 
of available places, places will be allocated by lot among applicants from this group.",,150 h,--,--,"Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)",--
Communication in Business and Economics,12-M-ECC-182-m01,Holder of the Professorship of Economic Journalism,Faculty of Business Management and Economics,5,numerical grade,,,,,"The lecture names introductory relevant communication models. Furthermore, the theoretical models of PR are 
discussed. The added value of communication for companies, business, politics, and science is explained. The 
discrepancy between journalism and PR is discussed, as well as the basic elements, instruments, goals, and 
forms of PR. The preparation and implementation of press meetings, conferences, campaigns, and events will 
be systematically explained, and the central aspects of corporate communications will be outlined. The exerci-
se deals with the practical implementation of journalistic styles in the various media and provides an overview of 
the possibilities and concepts of PR work across different media and target groups.","After participating in the module courses, students are able to understand and apply PR and its forms, elements 
as well as methods and in a holistic context. Students learn professional competencies in the field of (business) 
communication with regard to reflection, argumentation, and exchange as a PR consultant in different areas. In 
addition, students will be able to apply concrete PR instruments in practice and prepare them professionally.","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)



Master's degree (1 major) Economathematics (2021)
exchange program Business Management and Economics (2022)",--
"Business Communication in Print, Online and Social Media",12-M-VGP-202-m01,Holder of the Professorship of Economic Journalism,Faculty of Business Management and Economics,5,numerical grade,,,,,"This module focuses on the relationship of offer characteristics with benefit aspects for the end consumer and 
the business models on the part of the providers. Starting from the basics of editorial work and professional text 
management, the new forms of communication management in social networks are presented. The focus of the 
lecture is on the use of social media in campaigns (Facebook, Twitter, Instagram, Tiktok). There will also be exer-
cises on various Web 2.0 applications (e.g. online social networks) and on the collection and interpretation of 
online market research data. However, crisis communication of companies will also be covered in particular opi-
nion-makers on the web as well as protest culture on the web.","By participating in the module courses, students acquire job-specific skills in research and interviewing. Stu-
dents are able to collect and organize information according to criteria of topicality and relevance. In addition, 
students are taught journalistic expertise so that they are able to recognize the forms of presentation of news, re-
ports, and background reports with their media characteristics and communicative functions in different media 
genres and create them themselves. Students will be able to prototype and design a social media campaign, de-
scribe the editorial and technical approach including feedback, response, and customer engagement. In additi-
on, students will be able to design counter-strategies for corporate communication crises.",V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2019)
Master's degree (1 major) China Language and Economy (2019)
Master's degree (1 major) Media Communication (2019)



Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) Economathematics (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
Master's degree (1 major) Economathematics (2022)
Master's degree (1 major) Media Entertainment (2022)
Master's degree (1 major) Psychology of digital media (2022)
exchange program Business Management and Economics (2022)",--
Managerial Practice Lectures,12-M-ATDS-211-m01,Holder of the Professorship of Economic Journalism,Faculty of Business Management and Economics,5,numerical grade,,,,,"In this lecture, we invite board members of publicly listed companies, SMEs and Startups to discuss contempo-
rary challenges of corporate management.
Students gain sustainable insights into current management practices, challenges of corporate management in 
various industries, and discuss pressing managerial issues with C-level executives. In individual and group as-
signments, students are required to connect management theories with the managerial challenges of the spea-
kers.
Managers of the different companies are required to address the following questions that will foster a detailed 
discussion at the end of each lecture:
- What are the current challenges facing your company?
- Which strategies do you employ to respond to these challenges?
- How have leadership concepts and approaches changed in your company?","After participating in this module, students should be able to combine theoretical approaches with current chal-
lenges in management. The students obtain a realistic insight into a cross-section of the German economy. 
Through discussions reports and group presentations students’ social skills are trained in addition to professio-
nal skills.",S (2),,--,,150 h,--,--,"Master's degree (1 major) Business Management (2015)
Master's degree (1 major) International Economic Policy (2015)
Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
exchange program Business Management and Economics (2022)",--
Advanced Topics in Data Science,12-M-IMS-211-m01,Holder of the Chair of Business Analytics,Faculty of Business Management and Economics,5,numerical grade,,,,,"In this course, students work on advanced data science projects. The course covers the entire data science work-
flow from data collection to data preparation to modeling, evaluation and deployment. By following a top-down 
teaching approach, students are enabled to apply complex machine learning models from the beginning.","As part of the course work, students will acquire knowledge and skills in the following areas:
1. Becoming familiar with the principles and frameworks in the research area of Data Science.
2. Apply machine learning and deep learning frameworks to structured and unstructured data
3. Design, implementation and evaluation of key algorithms within an end-to-end workflow in the field of Data 
Science
4. Application of Jupyter notebooks and their infrastructure (collection, storage, retrieval, and analysis of data)
5. Understanding of a data-driven & analytical approach to decision problems","V (2) + Ü (2)
Module taught in: English",,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
exchange program Business Management and Economics (2022)",--
International Marketing Strategy,12-M-VWP-211-m01,"Dean of the Faculty of Business Management and Econo-
mics",Faculty of Business Management and Economics,5,numerical grade,,,,,"The objective of this simulation course is to develop hands-on skills of how to make international marketing de-
cisions. Emphasis is put on the computer simulation game Country Manager which focuses on the managerial is-
sues arising when companies plan and execute market entry into new countries. This exercise allows students to 
experience the challenges pertaining to corresponding decisions by playing the role of a responsible manager for 
a major consumer products company. Students have to decide on the countries to enter, the mode of entry, the 
segments to target, and every aspect of the marketing mix (price, promotion, place and product) and will get im-
mediate feedback on the consequences of their actions.","After completion of the course, participants should have gained a broad appreciation of critical decisions in in-
ternational marketing.",S (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
exchange program Business Management and Economics (2022)",--
Economist Practice Lectures,12-M-EAI-221-m01,"Holder of the Senior Professorship for Economics, Money 
and International Economic Relations",Faculty of Business Management and Economics,5,numerical grade,,,,,"The content of the seminar is the active participation in as well as the follow-up of the lectures of economists 
from different national and international fields of activity, which are organized for the event.
The invitation of speakers from practice strengthens the practical orientation of the scientifically founded and at 
the same time internationally oriented education at the faculty of economics of the University of Würzburg.
In this way, students will gain lasting insights into the fields of activity of economists, gain an insight into prac-
tical activities, discuss these with high-ranking economists and combine them with theoretical economic know-
ledge gained during their studies.","By participating in the seminar, Master's students of the faculty of economics and business administration 
should get to know the different fields of activity of economists and the questions that determine the daily work 
of the speakers in the course of the lectures.
In addition, the participants of the seminar will have the opportunity to apply the knowledge of economics they 
have acquired during their studies. For this purpose, in addition to a discussion with the speakers following the 
respective lecture, a debating workshop is offered to the participants of the seminar, in which the students are to 
learn economic argumentation and debate management. The learned contents and competencies will be tested 
at the end of the semester.",S (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) China Business and Economics (2021)
Master's degree (1 major) China Language and Economy (2021)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)",--
Enterprise AI,12-M-KI1-221-m01,Holder of the Chair of Business Management and Business,Faculty of Business Management and Economics,5,numerical grade,,,,,--,--,V (2) + Ü (2),,--,,150 h,--,--,,--
,12-M-KI2-221-m01,Holder of the Chair of Business Management and Business,Faculty of Business Management and Economics,5,numerical grade,,,,,--,--,V (2) + Ü (2),,--,,150 h,--,--,"Master's degree (1 major) Management (2018)
Master's degree (1 major) International Economic Policy (2018)
Master's degree (1 major) International Economic Policy (2022)
Master's degree (1 major) Management (2022)
exchange program Business Management and Economics (2022)",--
